Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
基督教思想史,,,,,"冈察雷斯,泽民·陈",冈察雷斯,,,,,,译林出版社,,,2008,,,,Religious thought,"本书共分三卷, 第一卷, 介绍了早期教会的几个重要教父的思想以及基督论与三位一体等教义的发展;第二卷, 讲述了中世纪神学思想的发展, 介绍了奥古斯丁以及中世纪经院哲学的发展;第三卷, 介绍了路德, 加尔文等主要宗教改革家的思想.",,,,,,,,,,,1311,,,,,,中文,,,,,,9787544705233,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:20:03.484568119,,,,,,,,OoMWQwAACAAJ,,0,0,0,,,
计算机导论,,,,,黄国兴,黄国兴,,,,,,清华大学出版社有限公司,,,2004,,,,,21世纪大学本科计算机专业系列教材根据教育部高教司主持评审的《中国计算机科学与技术学科教程2002》组织编写与美国ACM和IEEE/CS Computing Curricula 2001同步,,,,,,,,,,,389,,,,,,中文,,,,,,9787302085638,,0,4.000000,,Unread,,0,,,,,,,,0,,,,,,,,,,,,,r8ezMuvotfcC,T工业技术,0,0,0,,,
"家庭,私有制和国家的起源",,,,,恩格斯,恩格斯,,,,,,人民出版社,,,2018,,,,,"《家庭,私有制和国家的起源》是恩格斯阐发历史唯物主义基本理论的重要著作,在马克思主义发展史上具有重要地位.",,,,,,,,,,,276,,,,,,中文,,,,,,9787010188768,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/07 05:33:42.728991031,,,,,,,,nLdFzQEACAAJ,,0,0,0,,,
家庭会伤人,,自我重生的新契机,,,布雷萧 (美),"(美), 布雷萧",,,,,,四川大学出版社,,,2018,,,,,"本书主要探讨家庭问题,也是我们一生的起点和最深的梦乡.出人意料的是,这本书既不温馨也不甜美,而是充满了痛楚.作者道尽了家庭带给人们负面影响的可能性,邀请读者用真实的勇气去阅读,以便发现我们身上可能携带的伤痕和偏差的来源,从而找回健康的自我.",,,,,,,,,,,250,,,,,,中文,,,,,,9787569023589,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:36:40.180405139,,,,,,,,-_sdyQEACAAJ,,0,0,0,,,
讲给大家的中国历史,,中国是怎么出现的,,,杨照,杨照,,,,,,中信出版集团,,,2018,,,,,"Ben shu de shi jian kua du wei xin shi qi shi dai dao xi zhou shi qi de zhong guo,Wei rao""zhong guo de chu xian""zhei ge zhu ti,Da liang shi yong jin bai nian lai kao gu xue jie,Li shi xue jie he hai wai han xue jie qu de de feng shuo yan jiu cheng guo,Yong jian ming de yu yan,Gai nian,Jie shao xin shi liao,Xin fang fa,Xin jing shen,Wa jue chu de bu tong de zhong guo li shi mian mao,Rang zhong guo li shi bu zhi shi ting liu zai bai nian qian""xin shi xue ge ming""zhi qian de chuan tong shuo fa.Zuo zhe cong bai nian qian de gu shi zheng lun kai shi jiang qi,Zhong xin kao cha le xin shi qi shi dai zhong guo ge di da liang xin shi qi yi zhi,Yan jiu le xia shang zhou bing fei chao dai geng ti,Er shi tong shi cun zai de bu luo,Zhei san ge shi dai shi ji shang shi gong zhu geng ti,Zui hou yi xi zhou feng jian zhi de jian li dian ding zhong guo de ji ben xing tai zuo wei nei rong jie shu.",,,,,,,,,,,385,,,,,,中文,,,,,,9787508685984,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/18 15:57:25.074759006,,,,,,,,hcI6xQEACAAJ,K历史地理,0,0,0,,http://images.amazon.com/images/P/7508685989.01Z.jpg,
金字塔原理,,"思考, 表达和解决问题的逻辑",,,"Barbara Minto,明托","Minto, Barbara",,,,,,南海出版社,,,2011,,,,Business English,"本书分为表达的逻辑, 思考的逻辑, 解决问题的逻辑, 演示的逻辑4篇, 介绍了作者创造的一种金字塔式的思维表达写作方面的方法和技巧.",,,,,,,,,,,302,,,,,,中文,,,,,,9787544248174,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:21:37.685992956,,,,,,,,tnZTMwEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8575255-L.jpg,
津巴多普通心理学,,,,,津巴多,津巴多,,,,,,机械工业出版社,,,2017,,,,,"本书介绍了心理学入门需要了解的14个主题,这14个主题覆盖了当代心理学的各个领域,告诉我们如何应用心理学原理来学习和生活.每一章都是围绕一个核心观点(即核心概念)所展开,每个核心概念都是由一个关键问题所引出.",,,,,,,,,,,516,,,,,,中文,,,,,,9787111561330,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:59:37.812325000,,,,,,,,-lXfwQEACAAJ,,0,0,0,,,
经济学原理,,微观经济学分册,,,曼昆,曼昆,,,,,,北京大学出版社,,,2006,,,,Economics,,,,,,,,,,,,540,,,,,,中文,,,,,,9787301106631,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 11:12:31.401321887,,,,,,,,BIDNMgAACAAJ,,0,0,0,,,
經集,,巴利藏經˙小部 (Suttanipāta),,,郭良鋆編譯,郭良鋆編譯,,,,,,台灣南傳上座部佛教學院 (Taiwandīpa Theravāda Buddhist College),,2011/05/01,2011,,,,Religion,學院宗旨：植根佛教於台灣Buddhasāsanassa mūlāni Taiwandīpe otarantu     佛陀在瞻部島(Jambu-dīpa)創覺，弘法建僧；長老聖弟子於蘭卡島(Laṅka-dīpa)傳承上座部佛教(Thera-vāda)，廣植為緬泰等地之文化傳統；就上座部佛教的現代傳佈，願教法廣傳於華人區，並植根於台灣島(Taiwan-dīpa)，即是令正法光照台灣(Taiwan dīpeti)，成為台灣之光(Taiwano dīpaṃ)。一言以蔽之，『植根佛教於台灣』(Buddhasāsanassa mūlāni Taiwandīpe otarantu)。   立基於台灣為主之華人文化傳統，承續緬甸代表之上座部佛教文化傳統，旁擇西方為主之各地文化，以帕奧禪林之教學為宗教典範，指引方向；依巴利三藏學習佛教真理，勤修三學，斷盡三毒，以令正法久住。,,,,,,,,,,,268,,,,,,中文,,,,,,,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:35:14.405459880,,,,,,,,xyeDDwAAQBAJ,,0,0,0,,,
卡片笔记写作法,,如何实现从阅读到写作,,,Sönke Ahrens,"Ahrens, Sönke",,,,,,人民邮电出版社,,,2021,,,,,,,,,,,,,,,,249,,,,,,中文,,,,,,9787115564672,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/24 22:08:59.833229064,,,,,,,,WNqQzgEACAAJ,,0,0,0,,,
楷书间架结构九十二法字帖,,,,,黄自元,黄自元,,,,,,北京出版社,,,1990,,,,"Calligraphy, Chinese","黄自元,字善长,清代同治七年进士,书法家",,,,,,,,,,,25,,,,,,中文,,,,,,9787200011401,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/06 00:30:39.294360160,,,,,,,,dN1zAAAACAAJ,,0,0,0,,,
历史的教训,,,,,"杜兰特,倪玉平,张闶,Ariel Durant",杜兰特,,,,,,中国方正出版社,,,2014,,,,Wen hua shi .,"本书内容涵盖政治,经济,军事,科技,宗教,文化,哲学,历史,教育,艺术,音乐等诸多领域.它是举世公认的传世经典,作者因此而荣获1968年的""普利策奖""和1977年的""自南勋章奖"".",,,,,,,,,,,193,,,,,,中文,,,,,,9787220093104,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:54:28.889532089,,,,,,,,N1FrrgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10187599-L.jpg,
炼金术的秘密,,,,,Lawrence M. Principe,"Principe, Lawrence M.",,,,,,商务印书馆,,,2018,,,,,"Ben shu zuo zhe kao cha le lian jin shu de nei rong ji qi chan sheng he fa zhan de li shi,Sheng dong di miao hui le jin dai ou zhou lian jin shu zai dian feng shi qi de di wei,Fen xi le lian jin shu shi ru he bei na ru geng guang fan de yu zhou lun he ren xing shi ye zhi zhong de.",,,,,,,,,,,346,,,,,,中文,,,,,,9787100161633,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:18:32.443489074,,,,,,,,kqsOxQEACAAJ,,0,0,0,,,
恋爱中你必须知道的100个秘密,,,,,艾弥儿,艾弥儿,,,,,,Beijing Book Co. Inc.,,2019/05/01,2019,,,,Social Science,“性格内向的男生如何跟女朋友聊天呢？”“异地恋到底要不要继续呢？”“两个人在恋爱期间要不要AA制呢？”情感类节目《艾弥儿》自播出以来，每天在后台以及直播间里会收到来自粉丝的数百个情感问题及困惑，本书《恋爱中你必须知道的100个秘密》整理挑选了100个最具代表性的恋爱相关的主题，以粉丝问、艾弥儿答、加上互动的形式生动再现了新一代年轻人的情感困惑及状态，为年轻人提供最实用、最贴心的情感指南。本书不讲鸡汤讲现实，年轻人在爱情里要两手抓：一手提升自己的硬实力，让自己在婚恋市场上更具竞争力；另一手学习实践亲密关系的软技巧，与另一半建立深入、长久、美好的亲密关系，提升人生的幸福感。,,,,,,,,,,,233,,,,,,中文,,,,,,9787518059355,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 11:02:38.907155036,,,,,,,,8OQEEAAAQBAJ,,0,0,0,,,
罗杰疑案,,,,,克里斯蒂 (英),"(英), 克里斯蒂",,,,,,商务印书馆,,,2016,,,,,本书讲述罗杰·艾克罗伊德是个知道得太多的人.他知道他爱着的女人毒死了她的第一个丈夫.他知道有人在敲诈她----现在他知道她因服用过量药物而自杀身亡.晚班邮件很快就会让他知道那个神秘的敲诈者是谁.但是罗杰没能把信读完就死了----他坐在书房里被人用刀抹了脖子.,,,,,,,,,,,117,,,,,,中文,,,,,,9787887250803,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/24 21:27:17.442162036,,,,,,,,VE3TvQEACAAJ,,0,0,0,,,
毛主席教我们当省委书记,,,,,陶鲁笳,陶鲁笳,,,,,,中央文献出版社,,,2003,,,,,"本书按内容分为三类:第一类是毛主席言传身教,体现的优良传统以及他那独特、卓越的领导方法、工作作风与学风、文风;第二类是毛主席在社会主义革命和建设的试验与探索中,总结实践经验,提出的新观点、新思路;第三类文章涉及至今仍有争议、评说不一的历史问题。",,,,,,,,,,,272,,,,,,中文,,,,,,9787507313543,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:35:54.351348876,,,,,,,,HGFmswEACAAJ,,0,0,0,,,
煤老板自述三十年,,煤老板眼中的世道与人生,,,"老五,劲飞",老五,,,,,,文化艺术出版社,,,2011,,,,Coal mines and mining,"本书从谋略, 矿难, 战斗史, 人脉智商等不同角度, 写出煤老板们真实的人生群像.",,,,,,,,,,,291,,,,,,中文,,,,,,9787503950179,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:35:57.108798027,,,,,,,,U3BdtwAACAAJ,,0,0,0,,,
魅力學,,無往不利的自我經營術,,,奧麗薇亞．福克斯．卡本尼／Olivia Fox Cabane,"Cabane, 奧麗薇亞．福克斯．卡本尼／Olivia Fox",,,,,,遠見天下文化出版股份有限公司,,2013/06/25,2013,,,,Charisma (Personality trait),史上頭一遭，公開講授練出魅力的祕訣！企業人士、暢銷作家、財經媒體一致盛讚！無論你是想讓別人喜歡你、信任你、樂意與你共事，或是希望自己的意見獲得採用、提高做事效率，魅力都能讓你如願以償。魅力，將是影響你一生的關鍵能力。「魅力」就好似賈伯斯的現實扭曲力場：讓你吸引、留住人才，讓人們想加入你的團隊；讓你的業績比同儕高出五倍，讓銀行爭相捧錢投資你的構想；讓媽媽能影響自己的孩子、孩子的老師與左鄰右舍；讓醫生的門診絡繹不絕，病患乖乖配合治療；讓學生在推甄裡脫穎而出，在社團擔任領袖；──因為它讓人心甘情願去做你希望他們做的事情。但是，「魅力不是天生的嗎？」，作者卡本尼對這種質疑早已見怪不怪，並能肯定的回答你：就像任何職場、生活技能一樣，「魅力」也可靠許多技巧練出來！ 卡本尼拆解出魅力人士內心世界與舉手投足的運作技巧，讓魅力不再神秘難辨，成為我們事業與生活的實用技能。最棒的是，你不需為了魅力而強迫改變自己，只需選擇最符合自己個性的技巧，就足以讓眾人驚豔。這套魅力課程前往柏克萊大學開設時，人氣火爆，必須一一核對進場學生，以防有人偷溜旁聽；Google、Deloitte等財星五百大企業也爭相邀請她幫助主管脫胎換骨。卡本尼的魅力學，成效超乎想像。想擁有梅莉史翠普的吸引力、賈伯斯的說服力、或是達賴喇嘛的親和力？學魅力，讓你在社交或事業場合都能炙手可熱！關於魅力的七個秘密★ 你不需長相好看、或是強迫自己改變個性，你只需學習新技巧就能散發魅力。★ 魅力，是透過刻意練習來養成的。★ 讓別人喜歡你，不在於花多少時間跟對方互動，在於讓別人感受到你跟他們同在。★ 別努力打動他人，讓他們來打動你，這樣對方一定會愛死你。★ 找個理由向討厭你的對象道謝，這會讓他們合理化自己的舉動，不再找你麻煩。★ 若想發揮影響力，學大猩猩一樣霸占空間吧！★ 腳趾頭是你保持專注力的關鍵。,,,,,,,,,,,304,,,,,,中文,,,,,,9789863202011,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 01:53:56.111256122,,,,,,,,mIozCgAAQBAJ,,0,0,0,,,
模块时代,,新产业结构的本质,,,"青木昌彦,安藤晴彦",青木昌彦,,,,,,上海远东出版社,,,2003,,,,Corporate governance,本书介绍了产业模块化理论;模块时代的经营;模块化的成本与价值;数码化与模块化;“风险企业”经济与模块化的关系等内容。,,,,,,,,,,,156,,,,,,中文,,,,,,9787806617120,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:48:18.637772083,,,,,,,,3z4XAAAACAAJ,,0,0,0,,,
南京浩劫,,被遗忘的大屠杀,,,"张纯如,Iris Chang",张纯如,,,,,,东方出版社,,,2007,,,,Nanjing,"作者实地采访多位大屠杀幸存者,并佐以大量历史档案、第三方当事人的日记和书信,多视角回溯了南京大屠杀这一被遗忘的历史事件。书中讲述屠杀发生时“中国人个体的故事:失败、绝望、背叛和幸存的经历”以及那些冒着生命危险帮助中国平民的西方人士的故事.",,,,,,,,,,,322,,,,,,中文,,,,,,9787506029001,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/14 16:00:30.166828155,,,,,,,,CIcXAQAAIAAJ,K历史地理,0,0,0,,,
逆向工程，你我都能變優秀的祕訣,,全球頂尖創新者、運動員、藝術家共同實證,,,朗恩•傅利曼（Ron Friedman）,"Friedman）, 朗恩•傅利曼（Ron",,,,,,方智,,2022/02/01,2022,,,,Business & Economics,比爾•蓋茲、賈伯斯、麥爾坎•葛拉威爾、費德勒等人成功的祕密 我們都以為，邁向成功只有兩條路：靠天資，要不就是靠努力練習。 其實，你還有第三條成功之道──逆向工程！  反過來學，就會了！ 大量收集成功範例，解構找到成功配方，加上自己的詮釋， 就能打造屬於你自身版本的成就！  ★Amazon、《今日美國報》全美年度暢銷書！ ★亞馬遜編輯精選2021年6月最佳書籍！未出版即售出十多國版權！ ★大大學院執行長許景泰、價值投資者╱財經作家雷浩斯、《內在原力》作者╱TMBA共同創辦人愛瑞克、《給予：華頓商學院最啟發人心的一堂課》作者亞當．格蘭特、《Deep Work深度工作力》作者卡爾•紐波特、《跨能致勝》作者大衛•艾波斯坦、《未來在等待的人才》作者丹尼爾•品克、《UP學》作者馬歇爾•葛史密斯，重磅推薦！  成功人士的逆向工程完全解密── 一種改變局勢的方法， 即將反轉你學習新技能、發想創意點子，以及思考成功的方式！  世人認為是劃時代成就的Windows作業系統、麥金塔電腦和iPhone，其實都沒那麼「原創」？ 從頂尖創新者、企業家、運動員，到藝術家、作家與廚師，許多不同領域的人都在悄悄實踐「逆向工程」。這些業界頂尖人士如果不是先解構了別人的成果，絕對不可能達成他們現在擁有的成就。 想成功做到逆向工程，就必須看穿潛藏在顯眼表面下的關鍵結構，例如品嘗一道菜餚就能推敲出烹調方法、聆聽一首美妙歌曲就能分辨和弦排序、看一部驚悚片就能掌握敘事脈絡。 而這種能力，你也可以擁有！ 本書分享並逆向解構賈伯斯、阿嘉莎•克莉絲蒂、梵谷、安迪•沃荷、歐巴馬和費德勒等多位傑出人士的精采故事，以及關於模式辨識、技能習得和創意天賦的開創性研究，揭發逆向工程的驚人威力，教你如何掌握並善用這項重要技能。 如果你想從努力工作提升到實際產出重要成果，請務必閱讀這本書。 【好評讚譽】 「朗恩•傅利曼的偉大公式看似簡單：找到偉大的東西，然後一一拆開。但解構只是第一步，他以企業家、作家、音樂家、廚師、運動員等例子說明逆向過程的其餘部分……讀者會在讀完這本書時受到啟發，並開始做一些偉大的事。」——《書單》 「本書是你的祕密解碼器魔戒……將改變你處理下一個計畫的方式。」——丹尼爾•品克，《未來在等待的人才》作者 「如果這書只是充滿了推動各個領域卓越模式的見解，就已非常值得你花時間一讀了。朗恩•傅利曼甚至更進一步：他真正在教你如何自行檢測新模式。透過吸引人的故事和富啟發性的研究，向我們揭示如何從偉大的成功者和創新者身上學到更多。」——亞當．格蘭特，《給予》《擁抱B選項》作者 「如果你想從努力工作提升到實際產出重要成果，請務必閱讀這本書。」——卡爾•紐波特，《Deep Work深度工作力》作者 「偉大的創新者都有共通點，那就是他們都破解了成功的密碼。本書中揭示了歷史上最具創造力的頭腦如何激發逆向工程的潛力，更重要的是，如何在當今競爭最激烈的領域善用策略……你也可以在這當中找到未來的創新關鍵。」 ——馬歇爾•葛史密斯，《UP學》作者 「本書是一套成功的劇本，適用於你想像所及的任何領域。透過對別人管用的技能進行逆向工程，我們都可以從中找到推動創新的獨特方法。」——約拿•博格，《瘋潮行銷》《看不見的影響力》《如何改變一個人》作者 「借鑒亞馬遜的貝佐斯到喜劇大師賈德•阿帕托、《異數》的葛拉威爾和梵谷的真實例子……作者研究這些創造性思維的思考方式，並建議讀者提出有趣的問題、探求和解釋反饋……制定有意義的指標，以及設定目標……這是引人入勝，得以在商業和生活中取得成功的處方。」——《柯克斯評論》 「心理學家朗恩•傅利曼將說故事和科學融為一體，翻開新頁，引人入勝。我讀了之後，也列出我想在自己工作中嘗試的一些事，我敢打賭你也會這樣做。」——大衛•艾波斯坦，《跨能致勝》作者 【作者簡介】朗恩•傅利曼（Ron Friedman） 得獎社會心理學家，任職於羅徹斯特大學、拿撒勒大學和霍巴特威廉史密斯學院，也為政治領袖、非營利組織和世界知名品牌提供顧問服務。其研究常被報章雜誌引用，如《紐約時報》《華盛頓郵報》《波士頓全球報》《衛報》《哈佛商業評論》《高速企業》和《今日心理學》。 他同時也是學習和發展公司「ignite80」創辦人，該公司提供實際的策略幫助人們更健康、更快樂和更有生產力。 他的第一本著作《最佳工作場所》（The Best Place to Work）獲選為《Inc.》雜誌年度最佳商業書籍。《逆向工程，你我都能變優秀的祕訣》是他的暢銷新作。 譯者 陳信宏 臺灣大學外國語文學系畢業，曾獲全國大專翻譯比賽文史組首獎、梁實秋文學獎及文建會文學翻譯獎等翻譯獎項，並以《好思辯的印度人》入圍第33屆金鼎獎最佳翻譯人獎。 譯作包括《正義：一場思辨之旅》《令人著迷的生與死：耶魯大學最受歡迎的哲學課》、英國作家狄波頓系列作等。,,,,,,,,,,,81,,,,,,中文,,,,,,9789861756592,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/02/08 08:39:39.354895949,,,,,,,,JJNaEAAAQBAJ,,0,0,0,,,
年龄论,,社会空间中的社会时间,,,刘德寰,刘德寰,,,,,,CICAP,,,2007,,,,Population,"本书从时间的社会化这一概念入手,分析了社会化的两个基本内容:社会时间的分化与社会时间的资本化。并从平均人具有现实意义和普遍意义的三个方面——延续与断裂、周期性和相对性,讨论了社会空间中的社会时间的特点。",,,,,,,,,,,238,,,,,,中文,,,,,,9787801935434,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/25 10:03:51.424844026,,,,,,,,FOmP20c9D5cC,,0,0,0,,,
农民自杀研究,,Peasant's suicide in rural China,,,刘燕舞,刘燕舞,,,,,,社会科学文献出版社,,,2014,,,,Suicidal behavior,"本书致力于揭示中同农民自杀现象在不同社会类型, 不同区域以及不问时间段中的差异性分布及其机理, 并试图走出经典理论中结构与行动在自杀研究领域毒瘤般的分裂性困境.",,,,,,,,,,,433,,,,,,中文,,,,,,9787509762585,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:03:40.689260005,,,,,,,,xMPcrQEACAAJ,,0,0,0,,,
"女人,火与危险事物",,范畴显示的心智,,,George Lakoff,"Lakoff, George",,,,,,世界图书出版公司北京公司,,,2017,,,,Ren zhi yu yan xue,"Ben shu gen ju ren lei de fan chou hua yi ji ren zhi mo shi yan jiu, chan shu le xin de""jing yan zhu yi"".* ce""chao yue ji qi de xin zhi"", bao kuo fan chou yu ren zhi mo shi,Zhe xue de qi shi liang da bu fen; di er ce""shi li yan jiu""lun zheng le cai yong jing yan zhu yi fang fa ke yi zuo xie shen me.Ji yu duo xue ke cheng guo, zuo zhe dui gu xi la yi lai liu xing yu xi fang de si wei he li xing de jing dian guan nian, ji ""ke guan zhu yi""zhan kai pi pan, dui xin zhi he yu yan zhe xue zhong de guan jian wen ti jia yi shu ping, zhan shi le ren zhi ke xue de kua xue ke yan jiu fan shi.",,,,,,,,,,,746,,,,,,中文,,,,,,9787519221980,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:25:02.486660957,,,,,,,,YWEAvgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8579374-L.jpg,
烹饪化学基础,,,,,季鸿庢,季鸿庢,,,,,,上海科学技术出版社,,,1993,,,,,高级烹饪系列教材,,,,,,,,,,,756,,,,,,中文,,,,,,9787532331154,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/06 01:35:37.785294055,,,,,,,,q1DjAQAACAAJ,,0,0,0,,,
烹饪学基本原理,,,,,季鸿庢,季鸿庢,,,,,,上海科学技术出版社,,,1993,,,,,,,,,,,,,,,,206,,,,,,中文,,,,,,9787532332564,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/06 01:35:42.220649957,,,,,,,,kgvOAAAACAAJ,,0,0,0,,,
批判性思维工具,,"30天改变思维定势, 学会独立思考",,,Richard) 保罗 (Paul,"(Paul, Richard) 保罗",,,,,,人民邮电出版社,,,2014,,,,,"作为思维,写作,沟通,应变和解决问题的根本技巧,批判性思维通过对利己主义思维和社会中心主义思维的批判,教给我们摈弃错误,扭曲和带有偏见的非理性思维,运用批判性思维的概念,原则和方法来认清自己的感受,情绪和需求,为我们提供了一种理性,真诚和公正的方式观察社会,认识自我和他人.本书用17章的篇幅阐述了批判性思维的问题,内容涉及:成为公正的思考者,你处于批判性思维前四个阶段的哪个阶段,自我理解,思维的组成,思维标准,培养良好思维的提问等.",,,,,,,,,,,227,,,,,,中文,,,,,,9787115353764,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:15:52.253717899,,,,,,,,mdV2AQAACAAJ,,0,0,0,,,
潜规则,,中国历史中的真实游戏,,,吴思,吴思,,,,,,云南人民出版社,,,2001,,,,Political corruption,"本书是一本随笔、散文集,分官场潜规则和杂论二部分,“官场潜规则”对中国二千多年来,特别是明清二代封建官场的黑暗做了剖析,杂论部分对现今中国人对理想、精神等问题的看法进行了一些议论。",,,,,,,,,,,249,,,,,,中文,,,,,,9787222025639,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:27:44.569267988,,,,,,,,BRIkAAAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8779973-L.jpg,
巧做家庭菜600例,,,,,"朴丰田,金岩,穆里",朴丰田,,,,,,北京科学技术出版社,,,1991,,,,,"本书包括中餐、西餐、凉菜、素菜、荤菜、炒菜及宴席菜肴,也有家常菜、粗菜细做等。",,,,,,,,,,,272,,,,,,中文,,,,,,9787530409039,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:49:50.287719964,,,,,,,,CxORAAAACAAJ,,0,0,0,,,
亲密关系,,通往灵魂的桥梁,,,"Meng,Defen Zhang,Huiling Yu",Meng,,,,,,湖南文艺出版社,,,2015,,,,,"本书是一本探讨两性之间亲密关系的书籍.在爱与被爱的过程中, 我们都曾经历过酸甜苦辣, 我们渴望建立永恒真挚的亲密关系, 却又害怕受到伤害.作者告诉我们如何正确的审视自我, 用爱酿造幸福秘方----没有人能年复一年地活在火辣, 热情, 浪漫的亲密关系之中, 但我们能在亲密关系的旅途中, 学习面对自己最好以及最糟的特质, 学习接受和放手, 最终找到通往爱和幸福的桥梁.",,,,,,,,,,,255,,,,,,中文,,,,,,9787540471194,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/28 19:22:39.558398008,,,,,,,,ZJ3yjwEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/12184986-L.jpg,
亲密关系,,,,,Rowland S. miller.,"miller., Rowland S.",,,,,,人民邮电出版社,,,2015,,,,,"本书综合了心理学多个分支的研究理论和成果, 用饶有趣味的论述, 总结出人们在交往与沟通, 爱情与承诺, 婚姻与性爱, 嫉妒与背叛等方面的行为特点和规律.本书内容丰富, 语言优美;既注重专业性, 又强调可读性.研究亲密关系的专业人士可以从中得到学习和参考;而对于社会大众来说, 只要他(她)想获得一份满意的亲密关系, 都可以从中得到启发.",,,,,,,,,,,547,,,,,,中文,,,,,,9787115390578,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/28 19:22:50.770324945,,,,,,,,NFGetAEACAAJ,,0,0,0,,,
情绪自救,,"化解焦虑,抑郁,失眠的七天自我疗愈法",,,李宏夫,李宏夫,,,,,,中国人民大学出版社,,,2020,,,,Anxiety disorders,"本书是一本告诉读者如何解决情绪问题,获得幸福感的实用工具书.在这样一个快节奏,变化迅速的社会里,人们似乎变得越来越焦躁,越来越难以拥有平和的心境.情绪上的不稳定经常会转化为焦虑,失眠,甚至发展为更严重的抑郁.情绪是人生幸福的根基,是身体健康的重要保障,如果不能妥善地处理自己的情绪,最终将降低生活的质量.然而,很多陷在泥潭的人往往不知道该怎么去拯救自己,他们往往将心绪藏在隐秘的角落里,羞于示人.",,,,,,,,,,,182,,,,,,中文,,,,,,9787300284385,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:40:35.520032882,,,,,,,,uIc1zgEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7300284388.01Z.jpg,
全球分裂,,第三世界的历史进程,,,"斯塔夫里亚诺斯,迟越,L. S. Stavrianos",斯塔夫里亚诺斯,,,,,,商务印书馆,,,1993,,,,,"Cong xin de quan qiu shi ye chu fa, yong xi fang ji jin zhu yi guan dian he li lun, dui jin wu bai nian lai di san shi jie de fa duan, fa zhan bing xing cheng quan qiu ti xi de quan guo cheng jin xing le bi jiao shen ru de chan shu.",,,,,,,,,,,957,,,,,,中文,,,,,,9787100009744,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:33:05.480779170,,,,,,,,66WBAAAACAAJ,,0,0,0,,,
